"#","Player","Pos","Team","GP","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","AVG","TTL"
"1","Puka Nacua","WR","LAR","16","18.1","23.6","17.3","29.5","19.5","3.8","-","BYE","19.3","14.9","10.8","13.2","10.2","32.2","23.4","40.5","13.2","21","19.4","310.5"
"2","Jaxon Smith-Njigba","WR","SEA","17","14.9","14.3","18.1","11","23.2","26.2","22.3","BYE","18","17.8","16.1","33.1","3.3","24.6","14.8","19.6","11.7","11.4","17.7","300.4"
"3","Amon-Ra St. Brown","WR","DET","17","6.5","34.7","17.2","22.5","14","9.2","17.6","BYE","14.2","14.3","5.2","25.4","0","12.2","34.9","7.4","10.8","19.4","15.6","265.5"
"4","Ja'Marr Chase","WR","CIN","16","3.6","29.5","6.4","4.8","26","20.1","30.1","15.1","14.1","BYE","4.5","-","14.5","7.7","18.2","15.4","21.5","19.6","15.7","251.1"
"5","George Pickens","WR","DAL","17","4.5","15.3","15.3","29.4","12.7","27.3","10.2","11.3","10.9","BYE","24.9","25.1","13.8","6.2","4.8","22.5","9.8","1.4","14.4","245.4"
"6","Chris Olave","WR","NO","16","8.9","8.4","10.7","8.5","9.4","12.8","24.3","10","7.2","18.9","BYE","11.5","12.7","4.5","17.5","31.8","21.9","-","13.7","219"
"7","Zay Flowers","WR","BAL","17","24.6","11.4","2.3","10.9","9.7","5.6","BYE","10.6","8.9","10.1","9.8","9.4","-0.4","16.6","14.3","17.7","11","27.8","11.8","200.3"
"8","Davante Adams","WR","LAR","14","7.1","19.6","13.1","13.6","11.3","5.9","24","BYE","20.5","16.7","6.6","20.7","19.8","4.9","9.1","-","-","-","13.8","192.9"
"9","Nico Collins","WR","HOU","15","4","12.7","18.4","9.9","14","BYE","4.7","-","11","19.1","19.7","7","19","14.1","22","7.9","7.2","-","12.7","190.7"
"10","Jameson Williams","WR","DET","17","4.6","17.8","5.3","4.7","1.5","15.6","0","BYE","14.6","20.9","17.7","0","23.4","13.8","22.9","9.5","4.7","10.4","11","187.4"
"11","Courtland Sutton","WR","DEN","17","15.1","1.1","20.8","16.6","13.9","2.2","13.7","8.7","9.5","3.9","7.9","BYE","14.7","9.2","20.8","17.6","6","1","10.7","182.7"
"12","Tee Higgins","WR","CIN","15","4.8","13.1","2","4.7","9.7","8.7","18.6","10.9","29.6","BYE","13.8","5.6","-","24.2","-","12.8","7.9","15.7","12.1","182.1"
"13","Michael Wilson","WR","ARI","17","1","7.6","1","3","2.6","6.4","5.5","BYE","7.6","5.4","26","16.8","5.1","31.7","13.9","12.2","17.4","18.4","10.7","181.6"
"14","A.J. Brown","WR","PHI","15","1.3","5.2","19.9","1.7","6.8","11","26.1","-","BYE","2.3","8.4","21","30.2","13","11.1","14","9.3","-","12.1","181.3"
"15","Tetairoa McMillan","WR","CAR","17","9.3","13","6.3","8.2","10.3","16.4","4.8","13.4","6.6","8.5","29","10.5","10.8","BYE","3.5","16.3","1","8.5","10.4","176.4"
"16","Wan'Dale Robinson","WR","TEN","16","8.5","24.2","3.1","2.9","5.7","17.4","12.5","6.3","9.1","9.2","5.6","26.1","6.9","-","13.9","3.7","16.8","-","10.7","171.9"
"17","Drake London","WR","ATL","12","9.5","4.4","8","21","BYE","26.8","6.2","-","34.3","21.4","15.4","-","-","-","-","4.2","0.9","15.8","14","167.9"
"18","Stefon Diggs","WR","FA","17","8.7","5.2","3.8","13.1","19.6","4.3","10.4","8.9","11.3","13.1","15","3","4.1","-","4.1","18.3","19.1","5.8","9.9","167.8"
"19","Emeka Egbuka","WR","TB","17","21.6","10.9","11.5","18.1","27.8","3.4","7.8","5","BYE","20.5","6.5","4.7","6.2","2.5","8.4","4.5","3.5","1.3","9.7","164.2"
"20","CeeDee Lamb","WR","DAL","14","14.5","15.7","0","-","-","-","19.5","11.1","12","BYE","15.1","9.5","20.7","15.1","14.1","8.1","7.1","0.9","11.7","163.4"
"21","DeVonta Smith","WR","PHI","17","3.1","7.3","16","3.9","15.4","6.9","28.8","11.4","BYE","14.9","1.3","11.9","7.3","5.7","6","13.2","3.5","6.7","9.6","163.3"
"22","Michael Pittman Jr.","WR","PIT","17","17","6","16.3","12.6","12.4","3","17.3","19.5","16","2.9","-","11.2","1.8","12.4","4.1","5.2","2.6","2.1","9.6","162.4"
"23","Jaylen Waddle","WR","DEN","16","5","15.3","12.4","6.3","20","12.8","2","18.4","11.2","16.9","6.7","BYE","5.5","15.6","3.6","9.7","0.7","-","10.1","162.1"
"24","Alec Pierce","WR","IND","15","4.1","8.8","8.7","-","-","5.8","12.3","7.9","14.5","16.4","BYE","3.1","15.8","10.5","2.1","22.6","0","27.2","10.7","159.8"
"25","Justin Jefferson","WR","MIN","17","12.8","9.6","10","17.6","15.8","BYE","10.4","10.9","13.7","5.7","8.6","6.8","1.4","2.1","3.2","11.5","5","14.4","9.4","159.5"
"26","DK Metcalf","WR","PIT","15","10.3","9.5","10.7","21.1","BYE","17.5","6.5","14","1.6","5","7.4","11.9","4.7","18.3","13","6.2","-","-","10.5","157.7"
"27","Parker Washington","WR","JAC","16","0","10.1","5.4","5.9","8.6","3.9","8.2","BYE","13","16.4","3","15.6","3.1","-","6.8","23.5","15","17.2","9.7","155.7"
"28","Deebo Samuel Sr.","WR","FA","16","19.1","13.9","3.9","17.1","19.6","3.4","-","2.7","6.9","10.9","17.2","-","8.6","4.7","5.8","5","10.3","3.1","9.5","152.2"
"29","Ladd McConkey","WR","LAC","16","10.4","7.3","6.1","1.6","12.4","19.5","11.2","17.8","7.6","18.7","2.8","BYE","11.9","1.7","3","12.3","3.6","-","9.2","147.9"
"30","Jauan Jennings","WR","FA","15","2.6","17.4","-","5.4","-","1.2","5.1","6.5","12.1","14.1","7.4","12.6","11.9","-","17.2","15.6","11.2","5.5","9.7","145.8"
"31","Quentin Johnston","WR","LAC","14","22.4","14.4","11.9","19.8","4.9","-","10","0","13.3","6.7","0","BYE","9.8","1.8","-","18.4","12.3","-","10.4","145.7"
"32","DJ Moore","WR","BUF","17","7.1","7.1","10.8","5.8","-","6.7","6.7","9.6","21","0","2.6","20.9","3.7","0.1","20.9","19.4","1.2","1.6","8.5","145.2"
"33","Troy Franklin","WR","DEN","17","6.4","20","1.8","7.5","7","1.6","11.4","23.9","6.3","12.5","10.4","BYE","3.1","2.6","17.8","8.6","3.7","0","8.5","144.6"
"34","Keenan Allen","WR","LAC","17","16.3","14.6","16","6.2","8.3","4.7","23.4","6.4","5.1","2.9","7.3","BYE","5","3.7","6.1","6.9","2.2","7.1","8.4","142.2"
"35","Jakobi Meyers","WR","JAC","16","13.7","9.8","7.8","5","5.2","5.9","-","BYE","4.3","5.6","8.9","13","18.3","12.8","9.6","6.6","4.9","6.9","8.6","138.3"
"36","Romeo Doubs","WR","NE","16","7.8","10.3","3.5","26.8","-","8","10.2","7.9","12.6","1","7.3","3.3","10","0","4.6","16.9","7.7","-","8.6","137.9"
"37","Tre Tucker","WR","LV","17","12.4","3.4","36.9","3.2","9.1","9.5","5.8","BYE","5.3","4.5","12.7","4.3","3.5","3.4","0","7.4","7.4","4.4","7.8","133.2"
"38","Khalil Shakir","WR","BUF","16","9.4","1.7","12.5","15.4","8","4.8","BYE","17.8","7.8","9.3","0.2","13","1","8.6","9","5.4","6.5","-","8.2","130.4"
"39","Rashid Shaheed","WR","SEA","18","6.3","13.2","6.2","7.2","19.4","4.8","6","10","9.3","2.8","3.9","0.5","2.1","14.7","9.6","9.1","1.3","0.7","7.1","127.1"
"40","Rome Odunze","WR","CHI","12","12.7","28.3","13.7","14.9","BYE","4.2","4.1","14.9","0","17.6","5.1","6.8","1.8","-","-","-","-","-","10.3","124.1"
"41","Rashee Rice","WR","KC","8","-","-","-","-","-","-","19.7","21","16.6","BYE","6.8","20.1","25.4","5.4","8.6","-","-","-","15.5","123.6"
"42","Christian Watson","WR","GB","10","-","-","-","-","BYE","-","-","10.5","6.8","5.5","18.6","7.4","16.3","22.9","4.4","2.7","19.8","-","11.5","114.9"
"43","Brian Thomas Jr.","WR","JAC","14","8.5","6.9","6.5","8.1","10","19","4.6","BYE","7","-","-","-","3.8","10.2","15.1","2.8","5.9","6.4","8.2","114.8"
"44","Jordan Addison","WR","MIN","14","-","-","-","13.4","12.6","BYE","17.3","10.1","7.4","5","9","0","6.1","8.2","7.6","3.6","12.5","1.3","8.2","114.1"
"45","Hollywood Brown","WR","PHI","16","14.9","5.5","6.2","11.3","6.8","18.5","8.4","0","8.3","-","6","1.5","9","4","-","3.7","1.2","7.9","7.1","113.2"
"46","Jayden Higgins","WR","HOU","17","4.2","3.3","1","8.9","5.2","BYE","0","11.4","0.9","12.7","7.5","11.8","9","4.9","0.9","2.2","15.8","9.3","6.4","109"
"47","Kayshon Boutte","WR","NE","14","13.3","8.1","3.8","2.3","5.8","23.8","12.5","15","0","-","-","2.5","11.5","BYE","3.5","2.1","-","3.4","7.7","107.6"
"48","Josh Downs","WR","IND","16","2.2","8.1","4.4","4.4","8.4","13.2","-","11.4","12.7","0.8","BYE","2","5.4","4.3","8.8","9.3","4.4","7.6","6.7","107.4"
"49","Marvin Harrison Jr.","WR","ARI","12","15.6","3.7","5.9","15.6","11.8","4.2","6.8","BYE","19.1","12.8","-","-","9.9","-","-","1.9","0","-","8.9","107.3"
"50","Luther Burden III","WR","CHI","15","0.2","1","18.3","0.6","BYE","7.1","2.6","0.4","-","6.6","4.2","7.6","5.6","9","11.4","-","23.8","6","7","104.4"
"51","Chimere Dike","WR","TEN","17","0.9","1.8","2","-0.4","2.7","1.8","14.9","12.9","7","BYE","2.4","18.9","-0.6","10.9","3","11.5","8.2","4.2","6","102.1"
"52","Elic Ayomanor","WR","TEN","16","2.3","13.6","11.8","5.4","2.8","4.2","3.9","7.2","6.1","BYE","2.1","-","1","7.9","2.2","7.3","11.7","6.5","6","96"
"53","Jerry Jeudy","WR","CLE","17","9.1","7.1","2.2","6.3","2.5","6.8","2.7","0","BYE","16.8","3.6","2.4","4.1","15.1","3.2","2.7","7.9","3.2","5.6","95.7"
"54","Terry McLaurin","WR","WAS","10","3.7","7.3","8.9","-","-","-","-","12.9","-","-","-","BYE","19.1","5.6","14.4","6.8","8.8","7.7","9.5","95.2"
"55","Ryan Flournoy","WR","DAL","15","-","0","3.1","3.6","15.4","4.8","0","1.2","8.2","BYE","6.7","0","4.9","22","6","8.8","-","9.3","6.3","94"
"56","Cooper Kupp","WR","SEA","16","2.5","12.5","4.1","4.6","8.9","11","2.7","BYE","-","8.4","3.8","3.4","3.9","10.5","7.1","5.4","1.1","3.9","5.9","93.8"
"57","Malik Washington","WR","MIA","17","3.9","9","4.7","3.1","2","4.3","5.5","11.6","5.6","8.3","5.7","BYE","5","2.5","1.5","9.7","1","10.3","5.5","93.7"
"58","Mack Hollins","WR","NE","15","0.8","7.3","4.7","6.9","0","3.8","6.3","12.4","1.9","13.6","8.4","4","3.8","BYE","6.1","10.4","-","-","6","90.4"
"59","Xavier Worthy","WR","KC","14","0","-","-","14.6","8.1","9.6","6.3","7.8","4.5","BYE","4","7.9","9.4","7","4.5","5.1","0.1","-","6.4","88.9"
"60","Jalen Nailor","WR","LV","17","3.3","4.6","5.2","8.7","5.7","-","4.7","0","2.1","20.9","2.1","0","0","4.5","18","0","0","6.4","5.1","86.2"
"61","Keon Coleman","WR","BUF","13","21.2","4.1","3.5","6","8.3","2.6","BYE","4.5","2.7","12.1","-","-","7.9","2.6","0","-","-","7.9","6.4","83.4"
"62","Garrett Wilson","WR","NYJ","7","19","7","19.4","17.2","16.1","2.8","-","-","BYE","0","-","-","-","-","-","-","-","-","11.6","81.5"
"63","Xavier Hutchinson","WR","HOU","17","4.5","3.9","3.1","2.7","15.3","BYE","1.8","15.4","4.5","0","5.7","0.9","4.9","0","2.1","0.9","3.9","10.9","4.7","80.5"
"64","Darius Slayton","WR","NYG","14","0","7.1","5","5.9","2.6","-","-","3.6","8.7","10.9","-","2.8","13.1","BYE","7.3","1.3","4.6","7.4","5.7","80.3"
"64","DeMario Douglas","WR","NE","17","7.2","1.3","1.7","0","2.7","14.6","3.2","5.2","18","4.4","4.6","5.6","4.8","BYE","0.5","1.1","1.5","3.9","4.7","80.3"
"66","Tez Johnson","WR","TB","16","0","-","0","1.8","8.1","11","13.8","6.8","BYE","18.2","1.1","10.8","1","0","0","0.4","2.9","2.7","4.9","78.6"
"67","Marvin Mims Jr.","WR","DEN","16","0.7","9.4","0.9","17.5","2.9","3.8","12.8","1.8","0","-","0.2","BYE","2.7","7.2","5.7","4.4","2.5","2","4.7","74.5"
"68","Jalen Coker","WR","CAR","11","-","-","-","-","-","-","0","5.1","1.4","3.6","9.2","4.7","15.4","BYE","12","6.2","2.6","13.7","6.7","73.9"
"69","Kendrick Bourne","WR","ARI","16","-","4.7","5.8","2.2","19.2","16.7","2.4","5.9","4.4","2.4","0","0","0","-","2.7","4.2","3","0","4.6","73.6"
"70","Andrei Iosivas","WR","CIN","17","0","1.7","0","3.2","10.7","1","6.4","0","15.5","BYE","3.5","8.6","9.4","2.7","0","2.6","6.1","2","4.3","73.4"
"71","Xavier Legette","WR","CAR","15","2.5","0.3","-","-","10.1","2.1","19.7","2.7","2.7","0","16.3","3.7","0.6","BYE","4.9","1.7","0.8","3.7","4.8","71.8"
"72","KaVontae Turpin","WR","DAL","15","3.7","13.3","7.8","4.9","-","-","2.2","0.3","2.3","BYE","0.5","3.7","7.1","4","2.2","3.7","15.1","0.7","4.8","71.5"
"73","Adonai Mitchell","WR","NYJ","16","3.1","3","0","9.1","0","-","1.3","0","1.2","-","1.5","5.2","20.2","2.9","14.4","5.8","3.7","0","4.5","71.4"
"74","Tyquan Thornton","WR","KC","14","5.1","12.9","15.6","7.6","10.5","0","4.4","0","0","BYE","6.6","0","0","2.9","5.7","-","-","-","5.1","71.3"
"75","Calvin Austin III","WR","NYG","14","15","2.7","10.9","2.3","-","-","-","4.8","8.1","2.4","1","5.6","0","3.6","0","1.3","-","13","5.1","70.7"
"76","Ricky Pearsall","WR","SF","10","12.8","7.2","15.7","6.6","-","-","-","-","0","-","0.5","1.8","2.4","BYE","12.6","-","11","-","7.1","70.6"
"77","Mike Evans","WR","SF","8","7.6","8.1","11.3","-","-","-","0","-","-","-","-","-","-","BYE","16.2","11.6","10.6","4.4","8.7","69.8"
"78","Isaac TeSlaa","WR","DET","17","7.8","3.4","0","0","7.7","0","0","BYE","0","1.6","0","0","10.5","9","0","13.2","12.4","2.3","4","67.9"
"79","Chris Godwin Jr.","WR","TB","9","-","-","-","4.1","4.1","-","-","-","BYE","-","-","1.9","9.3","8","12","5.5","20.3","1.3","7.4","66.5"
"80","Darnell Mooney","WR","NYG","15","-","3","6.4","2","-","-","8.3","1.6","2","2.2","4.9","14.9","3.5","1.1","5","3.4","4.5","3.5","4.4","66.3"
"81","Olamide Zaccheaus","WR","ATL","16","6.2","3.1","5.1","6.6","BYE","3.8","1.9","6.8","14.8","1","0","1.1","2.9","7.7","0","4.3","-","0","4.1","65.3"
