"#","Player","Pos","Team","GP","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","AVG","TTL"
"1","Sam LaPorta","TE","DET","17","6.4","8.8","18.4","7.6","18.2","5.6","8.2","15.7","BYE","6","5.3","15.2","24.5","3.7","26.1","3.3","11.9","11.4","11.5","196.3"
"2","Evan Engram","TE","DEN","17","7.4","8.7","10.2","9.4","4.8","7.6","7","11.8","BYE","3.2","4.9","7.4","18.7","27","4.8","12.5","9","18.9","10.2","173.3"
"3","Travis Kelce","TE","KC","15","-","10.6","16.4","9","17.7","16.9","29.9","8.8","2.9","BYE","11.9","12.1","10.1","11.3","5.3","6.9","3.1","-","11.5","172.9"
"4","T.J. Hockenson","TE","MIN","15","7.5","22.1","9.8","3.4","7.6","8","14.1","17.8","10.4","24.9","7.5","13.5","BYE","7.8","9.3","7.8","-","-","11.4","171.5"
"5","George Kittle","TE","SF","16","3.4","4.5","12.5","1.4","26.2","0.6","10.5","19.4","BYE","19.1","18.9","3.4","8.8","15.1","6.4","16.1","4.4","-","10.7","170.7"
"6","David Njoku","TE","FA","16","3.4","4.8","4","7.6","-","3.9","7.9","15.7","10.6","8.8","9.1","8.9","2.7","24.1","21.4","13.4","14.4","-","10","160.7"
"7","Cole Kmet","TE","CHI","17","6.9","5.8","3.2","24.1","12.7","1.9","0","12.9","20.5","7.1","3.5","7.8","BYE","9.1","10.8","12.7","0","5.6","8.5","144.6"
"8","Jake Ferguson","TE","DAL","17","2.1","8.6","7.3","11.2","4.3","2","BYE","12.7","18.6","10.6","4.7","4","16.7","9.7","7.4","6.5","5.3","9.9","8.3","141.6"
"9","Trey McBride","TE","ARI","17","3.3","4.2","0.7","1","2.7","8.2","4.4","20.5","3.7","17.1","6.8","9.5","18.9","BYE","15.2","6.1","7.8","10.9","8.3","141"
"10","Taysom Hill","TE","FA","16","0.4","8.2","2.6","2.7","2.5","8.8","14.8","22","18.6","3.3","-","7.1","14.4","-","1","0.2","10.5","9.9","7.9","127"
