"#","Player","Pos","Team","GP","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","AVG","TTL"
"1","Austin Ekeler","RB","FA","17","9.2","13.9","9.3","31.9","33.9","19.3","30.7","-","20.6","9.8","17","19.5","10.7","20.4","14","21.9","30.1","7","18.8","319.2"
"2","Christian McCaffrey","RB","SF","17","13.7","14.8","12.5","21.3","19.9","19.3","7.2","36.3","BYE","15.7","14.1","6.9","24.6","28.3","22.8","12.8","28.3","15.4","18.5","313.9"
"3","Josh Jacobs","RB","GB","17","7.8","8.6","12.2","32","27.8","-","35","6.4","10.2","19.6","17.5","45.3","20","18.4","12","5.5","17.5","6","17.8","301.8"
"4","Derrick Henry","RB","BAL","16","8.2","8.5","22.8","22.2","26.2","-","15.3","35.3","23.5","7.7","24.4","13.2","4.8","19","24.3","17.6","-","13.3","17.9","286.3"
"5","Nick Chubb","RB","FA","17","14.8","30.8","17.3","19.7","25.4","7.5","17.7","24.9","-","13.6","8.2","19.7","8","6.9","9.9","10.7","12.1","20.7","15.8","267.9"
"6","Saquon Barkley","RB","PHI","16","30.4","10.3","20.6","17.2","18.1","17","15.5","13.7","-","22.5","4.5","13.2","16.6","5.8","20.5","23.3","6.3","-","16","255.5"
"7","Tony Pollard","RB","TEN","16","3.2","17.8","10.5","1.3","14.6","6.2","11.9","33.2","-","20.3","33.9","7.1","23.6","20.2","12.6","11","-","1.9","14.3","229.3"
"8","Jamaal Williams","RB","FA","17","15.5","6.5","23.7","23.4","5.6","-","6.8","21.1","10.1","11.9","24.4","10.6","9.5","3.7","3.3","2.4","22.2","19.2","12.9","219.9"
"9","Aaron Jones Sr.","RB","MIN","17","9.1","30.5","4.2","13","9","5.9","24.1","17.7","5.5","22.6","11","17.4","7.5","-","18.6","4.4","12.3","6.3","12.9","219.1"
"10","Dalvin Cook","RB","FA","17","12.3","5.6","13.6","9.6","25.1","14.8","-","22.6","12.6","22.1","7.2","7.6","15.3","8.1","25","9.2","5.4","2.2","12.8","218.3"
"11","Rhamondre Stevenson","RB","NE","17","3.7","5.6","18.1","10.9","18.5","23.1","19.8","17.8","14.5","BYE","11.2","15.7","10.8","2","23.8","2.3","6.1","10.7","12.6","214.6"
"12","Joe Mixon","RB","FA","15","18","9.8","5.3","15.4","10.3","14.8","16.6","9.4","53.1","-","7.7","-","-","11.6","7.9","14.3","1.2","15.3","14","210.7"
"13","Miles Sanders","RB","FA","17","17.5","10.1","4.9","28.6","7.4","13.7","-","13.8","15.3","5.4","5.3","29.5","10.8","28","1.4","5.6","6.1","3.3","12.2","206.7"
